,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
344,Jermar Jefferson,DET,RB,21,7,0,5.0,4.0,0.0,0.0,0.0,74.0,2.0,15.0,23.0,0.0,22.0,0.0,0.0,0.0
345,Breshad Perriman,TAM,WR,28,6,0,18.0,11.0,0.0,0.0,0.0,-3.0,0.0,1.0,167.0,1.0,22.0,0.0,0.0,0.0
346,Eric Ebron,PIT,TE,28,8,3,18.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,84.0,1.0,21.0,0.0,0.0,0.0
347,Marcedes Lewis,GNB,TE,37,17,17,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,21.0,0.0,1.0,0.0
348,Jordan Love,GNB,QB,23,6,1,0.0,0.0,411.0,2.0,62.0,27.0,0.0,12.0,0.0,0.0,21.0,3.0,3.0,1.0
349,Malcolm Brown,MIA,RB,28,7,3,5.0,3.0,0.0,0.0,0.0,125.0,1.0,33.0,10.0,0.0,20.0,0.0,0.0,0.0
350,O.J. Howard,TAM,TE,27,17,9,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,1.0,20.0,0.0,0.0,0.0
351,Godwin Igwebuike,DET,RB,27,17,1,10.0,7.0,0.0,0.0,0.0,118.0,1.0,18.0,60.0,0.0,20.0,0.0,2.0,2.0
352,James Proche,BAL,WR,25,14,0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,20.0,0.0,0.0,0.0
353,JuJu Smith-Schuster,PIT,WR,25,5,5,28.0,15.0,0.0,0.0,0.0,9.0,1.0,3.0,129.0,0.0,20.0,0.0,0.0,0.0
354,Kene Nwangwu,MIN,RB,23,11,0,5.0,4.0,0.0,0.0,0.0,61.0,0.0,13.0,9.0,0.0,19.0,0.0,0.0,0.0
355,Ian Thomas,CAR,TE,25,17,13,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,19.0,0.0,0.0,0.0
356,Nick Vannett,NOR,TE,28,7,2,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,1.0,19.0,0.0,0.0,0.0
357,James White,NWE,RB,29,3,0,14.0,12.0,0.0,0.0,0.0,38.0,1.0,10.0,94.0,0.0,19.0,0.0,0.0,0.0
358,Jordan Akins,HOU,TE,29,13,3,33.0,24.0,0.0,0.0,0.0,3.0,0.0,1.0,214.0,0.0,18.0,0.0,2.0,2.0
359,Noah Brown,DAL,WR,25,13,1,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,18.0,0.0,0.0,0.0
360,D'Wayne Eskridge,SEA,WR,24,10,0,20.0,10.0,0.0,0.0,0.0,59.0,0.0,4.0,64.0,1.0,18.0,0.0,0.0,0.0
361,KhaDarel Hodge,DET,WR,26,16,1,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,18.0,0.0,0.0,0.0
362,Mason Rudolph,PIT,QB,26,2,1,0.0,0.0,277.0,1.0,58.0,53.0,0.0,5.0,0.0,0.0,18.0,1.0,1.0,0.0
363,Mohamed Sanu,SFO,WR,32,8,0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,18.0,0.0,0.0,0.0
364,Nick Foles,CHI,QB,32,1,1,0.0,0.0,250.0,1.0,35.0,8.0,0.0,4.0,0.0,0.0,17.0,0.0,1.0,0.0
365,Joe Fortson,KAN,TE,26,6,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,17.0,0.0,0.0,0.0
366,Zach Gentry,PIT,TE,25,17,12,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,17.0,0.0,0.0,0.0
367,Tony Jones,NOR,RB,24,11,4,8.0,5.0,0.0,0.0,0.0,142.0,0.0,54.0,29.0,0.0,17.0,0.0,0.0,0.0
368,Austin Walter,NYJ,RB,25,4,0,3.0,2.0,0.0,0.0,0.0,101.0,1.0,26.0,9.0,0.0,17.0,0.0,0.0,0.0
369,Jonathan Williams,WAS,RB,27,5,0,6.0,4.0,0.0,0.0,0.0,79.0,1.0,17.0,28.0,0.0,17.0,0.0,0.0,0.0
370,Dyami Brown,WAS,WR,22,15,6,25.0,12.0,0.0,0.0,0.0,-4.0,0.0,1.0,165.0,0.0,16.0,0.0,0.0,0.0
371,C.J. Ham,MIN,RB,28,17,8,18.0,17.0,0.0,0.0,0.0,34.0,0.0,7.0,125.0,0.0,16.0,0.0,0.0,0.0
372,N'Keal Harry,NWE,WR,24,12,4,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,16.0,0.0,1.0,1.0
373,Marcus Johnson,TEN,WR,27,7,3,19.0,9.0,0.0,0.0,0.0,-2.0,0.0,2.0,160.0,0.0,16.0,0.0,0.0,0.0
374,Terrace Marshall Jr.,CAR,WR,21,13,3,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,16.0,0.0,0.0,0.0
375,Qadree Ollison,ATL,RB,25,8,0,6.0,4.0,0.0,0.0,0.0,105.0,1.0,21.0,12.0,0.0,16.0,0.0,1.0,1.0
376,Kristian Wilkerson,NWE,WR,24,3,1,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,16.0,0.0,0.0,0.0
377,Pharaoh Brown,HOU,TE,27,15,12,34.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,15.0,0.0,1.0,1.0
378,Alec Ingold,LVR,RB,25,9,3,12.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,85.0,1.0,15.0,0.0,0.0,0.0
379,Marcus Mariota,LVR,QB,28,10,0,0.0,0.0,4.0,0.0,2.0,87.0,1.0,13.0,0.0,0.0,15.0,0.0,1.0,0.0
380,Dante Pettis,NYG,WR,26,3,0,16.0,10.0,16.0,0.0,1.0,0.0,0.0,0.0,87.0,1.0,15.0,0.0,1.0,0.0
381,Larry Rountree,LAC,RB,22,12,0,2.0,1.0,0.0,0.0,0.0,87.0,1.0,36.0,-1.0,0.0,15.0,0.0,0.0,0.0
382,Trent Sherfield,SFO,WR,25,17,1,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,15.0,0.0,0.0,0.0
383,J.J. Taylor,NWE,RB,23,5,0,4.0,4.0,0.0,0.0,0.0,37.0,2.0,19.0,8.0,0.0,15.0,0.0,1.0,1.0
384,Patrick Taylor,GNB,RB,23,9,0,2.0,2.0,0.0,0.0,0.0,89.0,1.0,23.0,3.0,0.0,15.0,0.0,0.0,0.0
385,Brandon Allen,CIN,QB,29,6,1,0.0,0.0,149.0,2.0,34.0,-1.0,0.0,7.0,0.0,0.0,14.0,0.0,1.0,0.0
386,Jesper Horsted,CHI,TE,24,7,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,14.0,0.0,0.0,0.0
387,Scott Miller,TAM,WR,24,9,0,9.0,5.0,0.0,0.0,0.0,43.0,1.0,2.0,38.0,0.0,14.0,0.0,0.0,0.0
388,Ty Montgomery,NOR,WR,28,14,3,26.0,16.0,0.0,0.0,0.0,44.0,0.0,15.0,95.0,0.0,14.0,0.0,0.0,0.0
389,P.J. Walker,CAR,QB,26,5,1,0.0,0.0,362.0,1.0,66.0,13.0,0.0,7.0,0.0,0.0,14.0,3.0,3.0,1.0
390,Wayne Gallman,2TM,RB,27,8,0,3.0,1.0,0.0,0.0,0.0,104.0,0.0,28.0,21.0,0.0,13.0,0.0,0.0,0.0
391,Chris Manhertz,JAX,TE,29,17,10,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,13.0,0.0,0.0,0.0
392,Sean Mannion,MIN,QB,29,1,1,0.0,0.0,189.0,1.0,36.0,14.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0
393,Denzel Mims,NYJ,WR,24,11,3,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,13.0,0.0,0.0,0.0
394,Patrick Ricard*,BAL,RB,27,13,11,13.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,63.0,1.0,13.0,0.0,0.0,0.0
395,Ben Skowronek,LAR,WR,24,14,1,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,13.0,0.0,0.0,0.0
396,Lee Smith,ATL,TE,34,16,6,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,13.0,0.0,0.0,0.0
397,Kenny Stills,NOR,WR,29,13,4,23.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,1.0,13.0,0.0,0.0,0.0
398,Michael Burton,KAN,RB,29,16,0,3.0,3.0,0.0,0.0,0.0,26.0,1.0,8.0,31.0,0.0,12.0,0.0,0.0,0.0
399,Jacob Hollister,JAX,TE,28,7,2,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,12.0,0.0,0.0,0.0
400,Brian Hoyer,NWE,QB,36,5,0,0.0,0.0,227.0,1.0,11.0,-8.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0
401,Jesse James,CHI,TE,27,14,9,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,12.0,0.0,0.0,0.0
402,Joshua Kelley,LAC,RB,24,10,0,6.0,5.0,0.0,0.0,0.0,102.0,0.0,33.0,38.0,0.0,12.0,0.0,1.0,1.0
403,Tom Kennedy,DET,WR,25,12,0,10.0,6.0,75.0,1.0,1.0,0.0,0.0,0.0,54.0,0.0,12.0,0.0,0.0,0.0
404,Antony Auclair,HOU,TE,28,16,13,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,11.0,0.0,0.0,0.0
405,Phillip Dorsett,3TM,WR,28,6,0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0,11.0,0.0,0.0,0.0
406,Ross Dwelley,SFO,TE,26,17,2,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,11.0,0.0,0.0,0.0
407,Dez Fitzpatrick,TEN,WR,24,4,0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,11.0,0.0,0.0,0.0
408,Jake Fromm,NYG,QB,23,3,2,0.0,0.0,210.0,1.0,60.0,65.0,0.0,8.0,0.0,0.0,11.0,3.0,2.0,1.0
409,Kylen Granson,IND,TE,23,17,0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,11.0,0.0,0.0,0.0
410,Collin Johnson,NYG,WR,24,12,1,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,11.0,0.0,0.0,0.0
411,Marlon Mack,IND,RB,25,6,0,5.0,2.0,0.0,0.0,0.0,101.0,0.0,28.0,8.0,0.0,11.0,0.0,0.0,0.0
412,Jalen Richard,LVR,RB,28,10,0,14.0,12.0,0.0,0.0,0.0,40.0,0.0,9.0,72.0,0.0,11.0,0.0,0.0,0.0
413,Eric Saubert,DEN,TE,27,17,4,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,11.0,0.0,0.0,0.0
414,Adam Shaheen,MIA,TE,27,12,7,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,11.0,0.0,0.0,0.0
415,Jeff Smith,NYJ,WR,24,12,3,17.0,8.0,0.0,0.0,0.0,-1.0,0.0,1.0,113.0,0.0,11.0,0.0,0.0,0.0
416,Benny Snell Jr.,PIT,RB,23,17,0,4.0,2.0,0.0,0.0,0.0,98.0,0.0,36.0,13.0,0.0,11.0,0.0,0.0,0.0
417,Equanimeous St. Brown,GNB,WR,25,13,2,17.0,9.0,0.0,0.0,0.0,14.0,0.0,3.0,98.0,0.0,11.0,0.0,0.0,0.0
418,Ryquell Armstead,JAX,RB,25,2,0,4.0,3.0,0.0,0.0,0.0,80.0,0.0,15.0,16.0,0.0,10.0,0.0,0.0,0.0
419,Blake Bell,KAN,TE,30,16,5,13.0,9.0,0.0,0.0,0.0,10.0,0.0,4.0,87.0,0.0,10.0,0.0,0.0,0.0
420,Trinity Benson,DET,WR,24,8,2,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,10.0,0.0,0.0,0.0
421,Jason Cabinda,DET,RB,25,14,4,7.0,4.0,0.0,0.0,0.0,23.0,0.0,3.0,16.0,1.0,10.0,0.0,0.0,0.0
422,Noah Gray,KAN,TE,22,16,1,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,10.0,0.0,0.0,0.0
423,Chris Herndon,MIN,TE,25,16,5,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,10.0,0.0,0.0,0.0
424,Chris Hogan,NOR,WR,34,5,1,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,10.0,0.0,0.0,0.0
425,Nick Mullens,CLE,QB,26,1,1,0.0,0.0,147.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
426,Shi Smith,CAR,WR,23,6,0,11.0,6.0,0.0,0.0,0.0,-3.0,0.0,1.0,104.0,0.0,10.0,0.0,0.0,0.0
427,Tommy Sweeney,BUF,TE,26,13,3,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,10.0,0.0,1.0,0.0
428,Auden Tate,CIN,WR,24,7,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,10.0,0.0,0.0,0.0
429,Cameron Batson,TEN,WR,26,4,0,5.0,2.0,0.0,0.0,0.0,15.0,0.0,2.0,15.0,1.0,9.0,0.0,0.0,0.0
430,Josh Gordon,KAN,WR,30,12,7,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,9.0,0.0,0.0,0.0
431,JaQuan Hardy,DAL,RB,24,3,0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0
432,Deon Jackson,IND,RB,22,9,0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0
433,Andy Janovich,CLE,RB,28,13,3,4.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,9.0,0.0,0.0,0.0
434,Sean McKeon,DAL,TE,24,9,2,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,9.0,0.0,0.0,0.0
435,Anthony Miller,2TM,WR,27,3,1,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,9.0,0.0,0.0,0.0
436,Keith Smith,ATL,RB,29,17,8,10.0,9.0,0.0,0.0,0.0,31.0,0.0,9.0,56.0,0.0,9.0,0.0,0.0,0.0
437,Kyle Allen,WAS,QB,25,2,0,0.0,0.0,120.0,1.0,19.0,11.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,1.0
438,Alex Armah,2TM,RB,27,11,2,1.0,1.0,0.0,0.0,0.0,21.0,0.0,5.0,1.0,1.0,8.0,0.0,0.0,0.0
439,Garrett Gilbert,WAS,QB,30,1,1,0.0,0.0,194.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
440,Tyree Jackson,PHI,TE,24,9,3,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,8.0,0.0,0.0,0.0
441,Chris Myarick,NYG,TE,26,8,3,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,8.0,0.0,0.0,0.0
442,Dezmon Patmon,IND,WR,23,8,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,8.0,0.0,0.0,0.0
443,Drew Sample,CIN,TE,25,17,8,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,8.0,0.0,0.0,0.0
444,Mitchell Trubisky,BUF,QB,27,6,0,0.0,0.0,43.0,0.0,8.0,24.0,1.0,13.0,0.0,0.0,8.0,1.0,0.0,0.0
445,Preston Williams,MIA,WR,24,8,3,16.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,71.0,0.0,8.0,0.0,0.0,0.0
446,KJ Hamler,DEN,WR,22,3,2,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,7.0,0.0,0.0,0.0
447,Josh Oliver,BAL,TE,24,14,1,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,7.0,0.0,1.0,0.0
448,Andre Roberts,2TM,WR,33,16,0,2.0,1.0,0.0,0.0,0.0,19.0,0.0,3.0,35.0,0.0,7.0,0.0,3.0,2.0
449,Johnny Stanton,CLE,RB,27,4,0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,7.0,1.0,7.0,0.0,0.0,0.0
450,Jonathan Ward,ARI,RB,24,13,0,4.0,3.0,0.0,0.0,0.0,33.0,0.0,9.0,34.0,0.0,7.0,0.0,0.0,0.0
451,Dede Westbrook,MIN,WR,28,15,0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,7.0,0.0,2.0,0.0
452,C.J. Board,NYG,WR,28,6,1,6.0,4.0,0.0,0.0,0.0,6.0,0.0,1.0,51.0,0.0,6.0,0.0,0.0,0.0
453,Mike Boone,DEN,RB,26,8,0,2.0,2.0,0.0,0.0,0.0,35.0,0.0,4.0,22.0,0.0,6.0,0.0,0.0,0.0
454,Ja'Marcus Bradley,CLE,WR,25,5,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,6.0,0.0,0.0,0.0
455,Alex Erickson,CAR,WR,29,17,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,6.0,0.0,0.0,0.0
456,Luke Farrell,JAX,TE,24,15,4,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,6.0,0.0,1.0,0.0
457,Penny Hart,SEA,WR,25,17,0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,6.0,0.0,0.0,0.0
458,Dax Milne,WAS,WR,22,13,1,14.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,0.0,6.0,0.0,1.0,1.0
459,Jason Moore,LAC,WR,26,2,1,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,6.0,0.0,0.0,0.0
460,Brandon Powell,LAR,,26,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
461,Amari Rodgers,GNB,WR,22,16,1,8.0,4.0,0.0,0.0,0.0,11.0,0.0,1.0,45.0,0.0,6.0,0.0,2.0,0.0
462,Ito Smith,DAL,RB,26,1,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0
463,Trayveon Williams,CIN,RB,24,5,0,2.0,1.0,0.0,0.0,0.0,51.0,0.0,15.0,4.0,0.0,6.0,0.0,0.0,0.0
464,Jaelon Darden,TAM,WR,22,9,0,12.0,6.0,0.0,0.0,0.0,11.0,0.0,1.0,43.0,0.0,5.0,0.0,0.0,0.0
465,Will Fuller,MIA,WR,27,2,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0
466,Jason Huntley,PHI,RB,23,1,0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0
467,Tre' McKitty,LAC,TE,22,11,4,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,0.0,0.0,0.0
468,Wendell Smallwood,WAS,RB,27,3,0,5.0,4.0,0.0,0.0,0.0,25.0,0.0,5.0,22.0,0.0,5.0,0.0,0.0,0.0
469,Rodney Smith,CAR,RB,25,2,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,5.0,0.0,0.0,0.0
470,Mike Thomas,CIN,WR,27,12,1,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,0.0,0.0,0.0
471,Charlie Woerner,SFO,TE,24,17,3,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,0.0,0.0,0.0
472,JJ Arcega-Whiteside,PHI,WR,25,16,2,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,0.0,0.0,0.0
473,Kalen Ballage,PIT,RB,26,17,0,7.0,2.0,0.0,0.0,0.0,36.0,0.0,12.0,8.0,0.0,4.0,0.0,0.0,0.0
474,Kendall Blanton,LAR,TE,26,11,2,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,0.0,1.0,0.0
475,Pharoh Cooper,NYG,WR,26,8,0,11.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,33.0,0.0,4.0,0.0,0.0,0.0
476,Tyler Davis,GNB,TE,24,14,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,4.0,0.0,0.0,0.0
477,Greg Dortch,ARI,WR,23,5,2,3.0,3.0,0.0,0.0,0.0,24.0,0.0,1.0,15.0,0.0,4.0,0.0,0.0,0.0
478,Darren Fells,2TM,TE,35,9,5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,4.0,0.0,0.0,0.0
479,Garrett Griffin,NOR,TE,27,13,6,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,0.0,1.0,0.0
480,Parker Hesse,ATL,TE,26,8,1,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,4.0,0.0,0.0,0.0
481,Jakob Johnson,NWE,RB,27,17,6,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,4.0,0.0,0.0,0.0
482,D.J. Montgomery,NYJ,WR,25,3,0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,0.0,0.0,0.0
483,Gunner Olszewski,NWE,WR,25,16,0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,31.0,0.0,4.0,0.0,3.0,0.0
484,Curtis Samuel,WAS,WR,25,5,1,9.0,6.0,0.0,0.0,0.0,11.0,0.0,4.0,27.0,0.0,4.0,0.0,0.0,0.0
485,Willie Snead,2TM,WR,29,9,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,0.0
486,Trent Taylor,CIN,WR,27,4,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,4.0,0.0,0.0,0.0
487,Trevon Wesco,NYJ,TE,26,12,7,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,4.0,0.0,0.0,0.0
488,Kevin White,NOR,WR,29,6,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,0.0
489,Juwann Winfree,GNB,WR,25,7,0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,4.0,0.0,2.0,1.0
490,Kenny Yeboah,NYJ,TE,23,9,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,0.0,0.0,0.0
491,Christian Blake,ATL,WR,25,16,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0
492,Daniel Brown,NYJ,WR,29,12,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,0.0,0.0,0.0
493,Dominique Dafney,GNB,TE,24,10,2,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0
494,Reggie Gilliam,BUF,RB,24,16,5,5.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,23.0,0.0,3.0,0.0,0.0,0.0
495,Chad Henne,KAN,QB,36,4,0,0.0,0.0,82.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0
496,K.J. Hill,LAC,WR,24,6,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0
497,Kylin Hill,GNB,RB,23,8,0,2.0,1.0,0.0,0.0,0.0,24.0,0.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0
498,Cody Hollister,TEN,WR,28,3,1,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0
499,Tommy Hudson,TEN,TE,24,5,0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0,0.0,0.0,0.0
500,Trenton Irwin,CIN,WR,26,7,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0
501,Jake Kumerow,BUF,WR,29,15,2,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,0.0,0.0,0.0
502,Gabe Nabers,LAC,RB,24,10,1,3.0,3.0,0.0,0.0,0.0,8.0,0.0,3.0,17.0,0.0,3.0,0.0,0.0,0.0
503,Colby Parkinson,SEA,TE,22,14,1,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0
504,La'Mical Perine,NYJ,RB,23,4,0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0
505,Kaden Smith,NYG,TE,24,9,4,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0
506,Jeremy Sprinkle,DAL,TE,27,17,4,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0,0.0,0.0,0.0
507,Mike Strachan,IND,WR,24,6,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,0.0
508,Dwayne Washington,NOR,RB,27,14,0,2.0,2.0,0.0,0.0,0.0,16.0,0.0,4.0,12.0,0.0,3.0,0.0,0.0,0.0
509,Cody White,PIT,WR,23,15,0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0
510,Seth Williams,DEN,WR,21,2,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0
511,Shane Zylstra,DET,TE,25,4,0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0
512,Nick Bawden,NYJ,RB,25,9,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0
513,C.J. Beathard,JAX,QB,28,2,0,0.0,0.0,33.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
514,Reggie Bonnafon,CAR,RB,25,4,0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0
515,Ian Book,NOR,QB,23,1,1,0.0,0.0,135.0,0.0,20.0,6.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0
516,Cethan Carter,MIA,TE,26,16,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0
517,Davion Davis,HOU,WR,25,2,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0
